1,2024-01-13,1,12507,Bogotá,local 2
2,2023-10-20,4,5728,Bogotá,local 1
3,2024-01-16,3,4489,Santa Marta,local 3
4,2024-01-04,7,581,Medellín,local 2
5,2023-11-25,7,12370,Pereira,local 1
6,2023-12-27,3,14923,Medellín,local 1
7,2023-11-22,7,11427,Bogotá,local 1
8,2023-11-10,1,3465,Medellín,local 2
9,2023-10-10,4,5334,Bogotá,local 3
10,2024-01-21,4,11154,Bogotá,local 2
11,2024-01-23,9,10943,Pereira,local 2
12,2023-10-16,2,11101,Pereira,local 1
13,2024-01-31,5,9178,Bogotá,local 2
14,2023-12-15,2,2107,Pereira,local 3
15,2024-02-27,9,7105,Pereira,local 2
16,2024-03-16,9,12899,Medellín,local 1
17,2024-01-10,10,5993,Santa Marta,local 1
18,2023-11-10,8,13033,Bogotá,local 2
19,2024-03-26,2,2746,Medellín,local 3
20,2024-03-17,3,13938,Medellín,local 2
21,2024-03-13,7,6021,Pereira,local 3
22,2024-01-02,2,14060,Santa Marta,local 1
23,2024-01-08,2,6478,Medellín,local 2
24,2024-01-28,4,6413,Bogotá,local 1
25,2024-02-13,8,416,Bogotá,local 1
26,2024-02-22,6,4168,Medellín,local 3
27,2023-12-05,5,12670,Santa Marta,local 1
28,2024-03-21,1,7111,Medellín,local 3
29,2024-02-01,6,10268,Pereira,local 3
30,2023-11-01,6,2433,Bogotá,local 3
31,2023-09-26,4,13766,Santa Marta,local 1
32,2023-12-21,8,3190,Medellín,local 1
33,2023-09-08,8,1997,Medellín,local 1
34,2024-01-09,1,8731,Medellín,local 1
35,2024-01-21,4,4020,Santa Marta,local 2
36,2023-09-10,6,12736,Medellín,local 3
37,2023-12-02,2,3793,Bogotá,local 1
38,2024-03-03,6,12433,Santa Marta,local 1
39,2023-09-16,2,12580,Pereira,local 3
40,2024-02-01,7,7625,Medellín,local 2
41,2023-11-14,8,2182,Santa Marta,local 1
42,2023-12-23,9,2724,Santa Marta,local 2
43,2023-12-22,7,2685,Bogotá,local 1
44,2023-12-30,2,14200,Medellín,local 2
45,2024-01-30,4,9231,Santa Marta,local 3
46,2023-11-05,2,9982,Bogotá,local 3
47,2024-01-04,8,2103,Santa Marta,local 3
48,2023-12-09,4,10667,Pereira,local 1
49,2023-11-11,1,13576,Medellín,local 1
50,2023-10-01,5,698,Medellín,local 3
51,2023-12-23,1,13286,Santa Marta,local 1
52,2023-09-21,1,3133,Pereira,local 1
53,2023-10-09,10,6638,Bogotá,local 2
54,2024-03-07,3,4052,Santa Marta,local 2
55,2023-11-16,3,13605,Pereira,local 2
56,2024-02-08,5,8081,Santa Marta,local 3
57,2023-12-11,3,4984,Bogotá,local 1
58,2024-01-18,1,12522,Pereira,local 3
59,2023-10-16,7,356,Santa Marta,local 2
60,2024-01-26,7,12313,Medellín,local 3
61,2024-03-15,1,11469,Medellín,local 1
62,2024-01-17,9,8372,Santa Marta,local 3
63,2024-02-21,8,13122,Bogotá,local 1
64,2024-01-14,5,1848,Santa Marta,local 2
65,2023-11-20,7,6944,Pereira,local 3
66,2023-10-25,1,8638,Medellín,local 3
67,2024-03-23,6,6121,Pereira,local 1
68,2023-11-19,8,12094,Bogotá,local 2
69,2024-01-31,6,8001,Pereira,local 1
70,2024-01-13,5,11884,Santa Marta,local 2
71,2023-11-10,5,6602,Pereira,local 2
72,2023-11-13,5,1021,Medellín,local 3
73,2023-12-20,7,72,Medellín,local 2
74,2023-12-09,3,2573,Medellín,local 2
75,2023-09-28,7,489,Bogotá,local 2
76,2023-12-03,10,4855,Santa Marta,local 3
77,2024-01-19,5,3956,Bogotá,local 3
78,2024-03-22,7,10683,Medellín,local 3
79,2024-02-21,4,11355,Medellín,local 3
80,2023-09-13,1,2206,Santa Marta,local 2
81,2024-03-24,7,9441,Santa Marta,local 2
82,2024-02-03,9,14279,Pereira,local 1
83,2023-09-29,2,9458,Santa Marta,local 1
84,2023-10-28,10,5935,Medellín,local 1
85,2023-11-12,6,4064,Medellín,local 3
86,2023-11-01,10,6584,Medellín,local 2
87,2023-12-21,9,4780,Santa Marta,local 1
88,2023-11-05,4,1536,Medellín,local 3
89,2023-09-11,10,8982,Santa Marta,local 3
90,2024-02-05,1,11879,Bogotá,local 1
91,2024-03-23,10,3507,Santa Marta,local 1
92,2024-01-04,1,12992,Medellín,local 2
93,2024-02-20,4,14645,Santa Marta,local 3
94,2023-09-09,10,4430,Medellín,local 1
95,2023-10-07,4,4877,Santa Marta,local 2
96,2024-02-11,5,13656,Medellín,local 2
97,2023-12-11,6,11476,Medellín,local 3
98,2023-12-21,2,6746,Santa Marta,local 3
99,2024-02-12,8,9548,Medellín,local 2
100,2024-02-23,4,2579,Pereira,local 1
101,2024-03-14,5,9817,Medellín,local 1
102,2023-12-10,5,6738,Pereira,local 1
103,2023-11-07,9,5704,Pereira,local 2
104,2023-10-21,10,2356,Bogotá,local 2
105,2023-10-23,5,7782,Bogotá,local 2
106,2023-09-09,8,2551,Bogotá,local 1
107,2023-12-25,10,14070,Pereira,local 2
108,2024-01-02,4,14348,Bogotá,local 2
109,2023-12-21,3,12320,Bogotá,local 1
110,2023-09-21,9,8840,Pereira,local 3
111,2023-09-24,8,2479,Bogotá,local 3
112,2023-10-03,3,12629,Bogotá,local 3
113,2024-01-20,9,13137,Pereira,local 1
114,2023-09-20,2,9399,Bogotá,local 3
115,2024-02-06,3,1565,Santa Marta,local 2
116,2024-03-30,6,6580,Pereira,local 1
117,2023-10-19,5,8523,Pereira,local 2
118,2024-02-19,1,7128,Bogotá,local 1
119,2024-02-06,1,4225,Medellín,local 1
